,taskID,prompt,entry_point,response
113,HumanEval/112,"
def reverse_delete(s,c):
    """"""Task
    We are given two strings s and c, you have to deleted all the characters in s that are equal to any character in c
    then check if the result string is palindrome.
    A string is called palindrome if it reads the same backward as forward.
    You should return a tuple containing the result string and True/False for the check.
    Example
    For s = ""abcde"", c = ""ae"", the result should be ('bcd',False)
    For s = ""abcdef"", c = ""b""  the result should be ('acdef',False)
    For s = ""abcdedcba"", c = ""ab"", the result should be ('cdedc',True)
    """"""
",reverse_delete,"reverse_delete(""abcde"", ""ae"")
reverse_delete(""abcdef"", ""b"")
reverse_delete(""abcdedcba"", ""ab"")
reverse_delete(""a"", ""a"")
reverse_delete(""ab"", ""b"")
reverse_delete(""a"", """")
reverse_delete(""a"", ""c"")
reverse_delete("""", ""a"")
reverse_delete(""abccba"", ""b"")
reverse_delete(""abccba"", """")"
114,HumanEval/113,"
def odd_count(lst):
    """"""Given a list of strings, where each string consists of only digits, return a list.
    Each element i of the output should be ""the number of odd elements in the
    string i of the input."" where all the i's should be replaced by the number
    of odd digits in the i'th string of the input.

    >>> odd_count(['1234567'])
    [""the number of odd elements 4n the str4ng 4 of the 4nput.""]
    >>> odd_count(['3',""11111111""])
    [""the number of odd elements 1n the str1ng 1 of the 1nput."",
     ""the number of odd elements 8n the str8ng 8 of the 8nput.""]
    """"""
",odd_count,"Here are the 10 test cases for the function 'odd_count':

1. odd_count(['1234567'])
2. odd_count(['3',""11111111""])
3. odd_count(['345',""11111111""])
4. odd_count(['1',""1""])
5. odd_count(['2',""2""])
6. odd_count(['345',""345""])
7. odd_count(['123456',""123456""])
8. odd_count(['123',""123""])
9. odd_count(['123',""123456""])
10. odd_count(['',""""])"
115,HumanEval/114,"
def minSubArraySum(nums):
    """"""
    Given an array of integers nums, find the minimum sum of any non-empty sub-array
    of nums.
    Example
    minSubArraySum([2, 3, 4, 1, 2, 4]) == 1
    minSubArraySum([-1, -2, -3]) == -6
    """"""
",minSubArraySum,"minSubArraySum([-1]) 
minSubArraySum([1]) 
minSubArraySum([1, 2]) 
minSubArraySum([1, -2, 3]) 
minSubArraySum([-2, 1, -3, 4, 2]) 
minSubArraySum([1, 2, 3, 4, 5]) 
minSubArraySum([-1, -2, -3, -4, -5]) 
minSubArraySum([1, 2, -1, 3, 4]) 
minSubArraySum([1, 2, 3, 4, 5, 6]) 
minSubArraySum([1, -2, 3, 4, -5, 6])"
116,HumanEval/115,"
def max_fill(grid, capacity):
    import math
    """"""
    You are given a rectangular grid of wells. Each row represents a single well,
    and each 1 in a row represents a single unit of water.
    Each well has a corresponding bucket that can be used to extract water from it, 
    and all buckets have the same capacity.
    Your task is to use the buckets to empty the wells.
    Output the number of times you need to lower the buckets.

    Example 1:
        Input: 
            grid : [[0,0,1,0], [0,1,0,0], [1,1,1,1]]
            bucket_capacity : 1
        Output: 6

    Example 2:
        Input: 
            grid : [[0,0,1,1], [0,0,0,0], [1,1,1,1], [0,1,1,1]]
            bucket_capacity : 2
        Output: 5
    
    Example 3:
        Input: 
            grid : [[0,0,0], [0,0,0]]
            bucket_capacity : 5
        Output: 0

    Constraints:
        * all wells have the same length
        * 1 <= grid.length <= 10^2
        * 1 <= grid[:,1].length <= 10^2
        * grid[i][j] -> 0 | 1
        * 1 <= capacity <= 10
    """"""
",max_fill,"Here are 10 test cases for the function'max_fill':

grid([[0,0,1,0], [0,1,0,0], [1,1,1,1]], 1)
grid([[0,0,1,1], [0,0,0,0], [1,1,1,1], [0,1,1,1]], 2)
grid([[0,0,0], [0,0,0]], 5)
grid([[0,0,1], [0,0,1], [1,1,1]], 1)
grid([[0,1,1,1], [0,0,1,1], [1,1,1,1]], 2)
grid([[0,0,0,0,0,0,0,0,0,0], [0,0,0,0,0,0,0,0,0,0], [1,1,1,1,1,1,1,1,1,1]], 1)
grid([[0,0,0,0,0,0,0,0,0,0], [0,0,0,0,0,0,0,0,0,0], [1,1,1,1,1,1,1,1,1,1], [0,1,1,1,1,1,1,1,1,1]], 2)
grid([[0,0,0,0,0,0,0,0,0,0], [0,0,0,0,0,0,0,0,0,0], [1,1,1,1,1,1,1,1,1,1], [0,1,1,1,1,1,1,1,1,1], [1,1,1,1,1,1,1,1,1,1]], 2)
grid([[0,0,0,0,0,0,0,0,0,0], [0,0,0,0,0,0,0,0,0,0], [1,1,1,1,1,1,1,1,1,1], [0,1,1,1,1,1,1,1,1,1], [1,1,1,1,1,1,1,1,1,1], [1,1,1,1,1,1,1,1,1,1]], 2)
grid([[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0], [0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0], [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1], [0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1], [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1], [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1], [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]], 1)"
117,HumanEval/116,"
def sort_array(arr):
    """"""
    In this Kata, you have to sort an array of non-negative integers according to
    number of ones in their binary representation in ascending order.
    For similar number of ones, sort based on decimal value.

    It must be implemented like this:
    >>> sort_array([1, 5, 2, 3, 4]) == [1, 2, 3, 4, 5]
    >>> sort_array([-2, -3, -4, -5, -6]) == [-6, -5, -4, -3, -2]
    >>> sort_array([1, 0, 2, 3, 4]) [0, 1, 2, 3, 4]
    """"""
",sort_array,"sort_array([1, 5, 2, 3, 4])
sort_array([-2, -3, -4, -5, -6])
sort_array([1, 0, 2, 3, 4])
sort_array([1, 1, 1, 1])
sort_array([0, 0, 0, 0])
sort_array([1, 1, 0, 0])
sort_array([1, 2, 3, 4, 5, 6, 7, 8, 9])
sort_array([9, 8, 7, 6, 5, 4, 3, 2, 1])
sort_array([1, 1, 2, 2, 3, 3, 4, 4, 5, 5])
sort_array([0, 1, 2, 3, 4, 5, 6, 7, 8, 9])"
118,HumanEval/117,"
def select_words(s, n):
    """"""Given a string s and a natural number n, you have been tasked to implement 
    a function that returns a list of all words from string s that contain exactly 
    n consonants, in order these words appear in the string s.
    If the string s is empty then the function should return an empty list.
    Note: you may assume the input string contains only letters and spaces.
    Examples:
    select_words(""Mary had a little lamb"", 4) ==> [""little""]
    select_words(""Mary had a little lamb"", 3) ==> [""Mary"", ""lamb""]
    select_words(""simple white space"", 2) ==> []
    select_words(""Hello world"", 4) ==> [""world""]
    select_words(""Uncle sam"", 3) ==> [""Uncle""]
    """"""
",select_words,"Here are the 10 test cases:

select_words(""Mary had a little lamb"", 4)
select_words(""Mary had a little lamb"", 3)
select_words(""simple white space"", 2)
select_words(""Hello world"", 4)
select_words(""Uncle sam"", 3)
select_words(""a b c d e f"", 2)
select_words(""a b c d e f"", 5)
select_words("""", 1)
select_words(""Hello World"", 1)
select_words(""I love Python"", 2)"
119,HumanEval/118,"
def get_closest_vowel(word):
    """"""You are given a word. Your task is to find the closest vowel that stands between 
    two consonants from the right side of the word (case sensitive).
    
    Vowels in the beginning and ending doesn't count. Return empty string if you didn't
    find any vowel met the above condition. 

    You may assume that the given string contains English letter only.

    Example:
    get_closest_vowel(""yogurt"") ==> ""u""
    get_closest_vowel(""FULL"") ==> ""U""
    get_closest_vowel(""quick"") ==> """"
    get_closest_vowel(""ab"") ==> """"
    """"""
",get_closest_vowel,"get_closest_vowel(""yogurt"")
get_closest_vowel(""FULL"")
get_closest_vowel(""quick"")
get_closest_vowel(""ab"")
get_closest_vowel(""hello"")
get_closest_vowel(""aeiou"")
get_closest_vowel(""bcd"")
get_closest_vowel(""bcde"")
get_closest_vowel(""aeiouy"")
get_closest_vowel(""bcdeff"")"
120,HumanEval/119,"
def match_parens(lst):
    '''
    You are given a list of two strings, both strings consist of open
    parentheses '(' or close parentheses ')' only.
    Your job is to check if it is possible to concatenate the two strings in
    some order, that the resulting string will be good.
    A string S is considered to be good if and only if all parentheses in S
    are balanced. For example: the string '(())()' is good, while the string
    '())' is not.
    Return 'Yes' if there's a way to make a good string, and return 'No' otherwise.

    Examples:
    match_parens(['()(', ')']) == 'Yes'
    match_parens([')', ')']) == 'No'
    '''
",match_parens,"match_parens(['()(', ')']) 
match_parens([')(', '(']) 
match_parens(['(', ')', ')']) 
match_parens(['(', '(', ')', ')']) 
match_parens(['(', ')', '(', ')']) 
match_parens([')']) 
match_parens(['(', ')']) 
match_parens([')(', ')']) 
match_parens(['(', '(']) 
match_parens(['', ''])"
121,HumanEval/120,"
def maximum(arr, k):
    """"""
    Given an array arr of integers and a positive integer k, return a sorted list 
    of length k with the maximum k numbers in arr.

    Example 1:

        Input: arr = [-3, -4, 5], k = 3
        Output: [-4, -3, 5]

    Example 2:

        Input: arr = [4, -4, 4], k = 2
        Output: [4, 4]

    Example 3:

        Input: arr = [-3, 2, 1, 2, -1, -2, 1], k = 1
        Output: [2]

    Note:
        1. The length of the array will be in the range of [1, 1000].
        2. The elements in the array will be in the range of [-1000, 1000].
        3. 0 <= k <= len(arr)
    """"""
",maximum,"Here are the 10 test cases for the function'maximum':

arr = [-3, -4, 5], k = 3
arr = [4, -4, 4], k = 2
arr = [-3, 2, 1, 2, -1, -2, 1], k = 1
arr = [1, 2, 3, 4, 5], k = 3
arr = [-10, -5, -1, 0, 1, 5, 10], k = 3
arr = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], k = 5
arr = [-100, -50, -10, -5, 0, 1, 2, 3, 4, 5], k = 5
arr = [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], k = 1
arr = [1, 1, 1, 1, 1, 1, 1, 1, 1, 1], k = 5
arr = [100, 50, 10, 5, 0, -1, -2, -3, -4, -5], k = 5"
122,HumanEval/121,"
def solution(lst):
    """"""Given a non-empty list of integers, return the sum of all of the odd elements that are in even positions.
    

    Examples
    solution([5, 8, 7, 1]) ==> 12
    solution([3, 3, 3, 3, 3]) ==> 9
    solution([30, 13, 24, 321]) ==>0
    """"""
",solution,"solution([1, 2, 3, 4, 5])
solution([10, 20, 30, 40, 50])
solution([3, 3, 3, 3, 3])
solution([30, 13, 24, 321])
solution([1, 3, 5, 7, 9])
solution([1, 2, 3, 4, 5, 6, 7, 8, 9])
solution([1, 1, 3, 3, 5, 5])
solution([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])
solution([1, 3, 5, 7, 9, 11, 13, 15, 17, 19])
solution([1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15])"
123,HumanEval/122,"
def add_elements(arr, k):
    """"""
    Given a non-empty array of integers arr and an integer k, return
    the sum of the elements with at most two digits from the first k elements of arr.

    Example:

        Input: arr = [111,21,3,4000,5,6,7,8,9], k = 4
        Output: 24 # sum of 21 + 3

    Constraints:
        1. 1 <= len(arr) <= 100
        2. 1 <= k <= len(arr)
    """"""
",add_elements,"arr = [111, 21, 3, 4000, 5, 6, 7, 8, 9], k = 4
arr = [1, 2, 3, 4, 5], k = 5
arr = [100, 200, 300, 400, 500, 600], k = 6
arr = [1, 10, 100, 1000, 10000, 100000], k = 5
arr = [10, 20, 30, 40, 50, 60, 70, 80, 90], k = 9
arr = [111, 222, 333, 444, 555, 666, 777, 888, 999], k = 9
arr = [100, 200, 300, 400, 500, 600, 700, 800, 900], k = 9
arr = [1, 2, 3, 4, 5, 6, 7, 8, 9], k = 9
arr = [1111, 2222, 3333, 4444, 5555, 6666, 7777, 8888, 9999], k = 9
arr = [1, 2, 3, 4, 5, 6, 7, 8, 9], k = 1"
124,HumanEval/123,"
def get_odd_collatz(n):
    """"""
    Given a positive integer n, return a sorted list that has the odd numbers in collatz sequence.

    The Collatz conjecture is a conjecture in mathematics that concerns a sequence defined
    as follows: start with any positive integer n. Then each term is obtained from the 
    previous term as follows: if the previous term is even, the next term is one half of 
    the previous term. If the previous term is odd, the next term is 3 times the previous
    term plus 1. The conjecture is that no matter what value of n, the sequence will always reach 1.

    Note: 
        1. Collatz(1) is [1].
        2. returned list sorted in increasing order.

    For example:
    get_odd_collatz(5) returns [1, 5] # The collatz sequence for 5 is [5, 16, 8, 4, 2, 1], so the odd numbers are only 1, and 5.
    """"""
",get_odd_collatz,"Here are 10 test cases for the function 'get_odd_collatz':

get_odd_collatz(1)
get_odd_collatz(2)
get_odd_collatz(3)
get_odd_collatz(5)
get_odd_collatz(10)
get_odd_collatz(17)
get_odd_collatz(20)
get_odd_collatz(27)
get_odd_collatz(30)
get_odd_collatz(50)"
125,HumanEval/124,"
def valid_date(date):
    """"""You have to write a function which validates a given date string and
    returns True if the date is valid otherwise False.
    The date is valid if all of the following rules are satisfied:
    1. The date string is not empty.
    2. The number of days is not less than 1 or higher than 31 days for months 1,3,5,7,8,10,12. And the number of days is not less than 1 or higher than 30 days for months 4,6,9,11. And, the number of days is not less than 1 or higher than 29 for the month 2.
    3. The months should not be less than 1 or higher than 12.
    4. The date should be in the format: mm-dd-yyyy

    for example: 
    valid_date('03-11-2000') => True

    valid_date('15-01-2012') => False

    valid_date('04-0-2040') => False

    valid_date('06-04-2020') => True

    valid_date('06/04/2020') => False
    """"""
",valid_date,"Here are the 10 test cases for the function 'valid_date':

valid_date('03-11-2000')
valid_date('15-01-2012')
valid_date('04-0-2040')
valid_date('06-04-2020')
valid_date('12-31-2020')
valid_date('02-29-2020')
valid_date('13-30-2020')
valid_date('')
valid_date('01-32-2020')
valid_date('13-13-2020')"
126,HumanEval/125,"
def split_words(txt):
    '''
    Given a string of words, return a list of words split on whitespace, if no whitespaces exists in the text you
    should split on commas ',' if no commas exists you should return the number of lower-case letters with odd order in the
    alphabet, ord('a') = 0, ord('b') = 1, ... ord('z') = 25
    Examples
    split_words(""Hello world!"") ➞ [""Hello"", ""world!""]
    split_words(""Hello,world!"") ➞ [""Hello"", ""world!""]
    split_words(""abcdef"") == 3 
    '''
",split_words,"Here are the 10 test cases for the'split_words' function:

split_words(""Hello world!"")
split_words(""Hello,world!"")
split_words(""abcdef"")
split_words("""")
split_words(""a, b, c"")
split_words(""abc"")
split_words(""aBc"")
split_words(""abcdefghijklmnopqrstuvwxyz"")
split_words(""abcdefghijklmnopqrstuvwxyz ABCDEFGHIJKLMNOPQRSTUVWXYZ"")
split_words(""abcdefghijklmnopqrstuvwxyz 123"")
split_words(""a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z"")"
127,HumanEval/126,"
def is_sorted(lst):
    '''
    Given a list of numbers, return whether or not they are sorted
    in ascending order. If list has more than 1 duplicate of the same
    number, return False. Assume no negative numbers and only integers.

    Examples
    is_sorted([5]) ➞ True
    is_sorted([1, 2, 3, 4, 5]) ➞ True
    is_sorted([1, 3, 2, 4, 5]) ➞ False
    is_sorted([1, 2, 3, 4, 5, 6]) ➞ True
    is_sorted([1, 2, 3, 4, 5, 6, 7]) ➞ True
    is_sorted([1, 3, 2, 4, 5, 6, 7]) ➞ False
    is_sorted([1, 2, 2, 3, 3, 4]) ➞ True
    is_sorted([1, 2, 2, 2, 3, 4]) ➞ False
    '''
",is_sorted,"Here are the test cases for the function 'is_sorted':

is_sorted([5])
is_sorted([1, 2, 3, 4, 5])
is_sorted([1, 3, 2, 4, 5])
is_sorted([1, 2, 3, 4, 5, 6])
is_sorted([1, 2, 3, 4, 5, 7])
is_sorted([1, 3, 2, 4, 5, 6, 7])
is_sorted([1, 2, 2, 3, 3, 4])
is_sorted([1, 2, 2, 2, 3, 4])
is_sorted([1, 2, 3, 4, 5, 6, 7, 8])
is_sorted([1, 2, 2, 3, 3, 3, 4, 5])"
128,HumanEval/127,"
def intersection(interval1, interval2):
    """"""You are given two intervals,
    where each interval is a pair of integers. For example, interval = (start, end) = (1, 2).
    The given intervals are closed which means that the interval (start, end)
    includes both start and end.
    For each given interval, it is assumed that its start is less or equal its end.
    Your task is to determine whether the length of intersection of these two 
    intervals is a prime number.
    Example, the intersection of the intervals (1, 3), (2, 4) is (2, 3)
    which its length is 1, which not a prime number.
    If the length of the intersection is a prime number, return ""YES"",
    otherwise, return ""NO"".
    If the two intervals don't intersect, return ""NO"".


    [input/output] samples:
    intersection((1, 2), (2, 3)) ==> ""NO""
    intersection((-1, 1), (0, 4)) ==> ""NO""
    intersection((-3, -1), (-5, 5)) ==> ""YES""
    """"""
",intersection,"intersection((1, 2), (2, 3))
intersection((1, 5), (2, 6))
intersection((-1, 1), (0, 4))
intersection((-3, -1), (-5, 5))
intersection((-1, 1), (1, 2))
intersection((-2, 3), (-2, 3))
intersection((1, 3), (2, 4))
intersection((1, 1), (2, 2))
intersection((-1, 2), (1, 2))
intersection((-1, 1), (-1, 1))"
129,HumanEval/128,"
def prod_signs(arr):
    """"""
    You are given an array arr of integers and you need to return
    sum of magnitudes of integers multiplied by product of all signs
    of each number in the array, represented by 1, -1 or 0.
    Note: return None for empty arr.

    Example:
    >>> prod_signs([1, 2, 2, -4]) == -9
    >>> prod_signs([0, 1]) == 0
    >>> prod_signs([]) == None
    """"""
",prod_signs,"prod_signs([-1, 2, 3, 4, 5])
prod_signs([0, 1, 2, 3, 4])
prod_signs([1, 1, 1, 1, 1])
prod_signs([2, -2, 2, 2, 2])
prod_signs([-1, 1, -1, 1, -1])
prod_signs([0, 0, 0, 0, 0])
prod_signs([-1, -1, -1, -1, -1])
prod_signs([1, -2, 3, -4, 5])
prod_signs([0, 0, 0, 0])
prod_signs([])"
130,HumanEval/129,"
def minPath(grid, k):
    """"""
    Given a grid with N rows and N columns (N >= 2) and a positive integer k, 
    each cell of the grid contains a value. Every integer in the range [1, N * N]
    inclusive appears exactly once on the cells of the grid.

    You have to find the minimum path of length k in the grid. You can start
    from any cell, and in each step you can move to any of the neighbor cells,
    in other words, you can go to cells which share an edge with you current
    cell.
    Please note that a path of length k means visiting exactly k cells (not
    necessarily distinct).
    You CANNOT go off the grid.
    A path A (of length k) is considered less than a path B (of length k) if
    after making the ordered lists of the values on the cells that A and B go
    through (let's call them lst_A and lst_B), lst_A is lexicographically less
    than lst_B, in other words, there exist an integer index i (1 <= i <= k)
    such that lst_A[i] < lst_B[i] and for any j (1 <= j < i) we have
    lst_A[j] = lst_B[j].
    It is guaranteed that the answer is unique.
    Return an ordered list of the values on the cells that the minimum path go through.

    Examples:

        Input: grid = [ [1,2,3], [4,5,6], [7,8,9]], k = 3
        Output: [1, 2, 1]

        Input: grid = [ [5,9,3], [4,1,6], [7,8,2]], k = 1
        Output: [1]
    """"""
",minPath,"Here are 10 test cases for the function'minPath':

grid = [[1,2,3], [4,5,6], [7,8,9]], k = 3
grid = [[5,9,3], [4,1,6], [7,8,2]], k = 1
grid = [[1,1,1], [1,2,3], [4,5,6]], k = 2
grid = [[1,2,3], [4,4,4], [7,8,9]], k = 1
grid = [[1,2,3], [4,5,6], [7,8,1]], k = 3
grid = [[5,9,3], [4,1,6], [7,8,2]], k = 3
grid = [[1,1,1], [1,2,3], [4,5,6]], k = 1
grid = [[1,2,3], [4,5,6], [7,8,9]], k = 2
grid = [[1,1,1], [1,2,3], [4,5,6]], k = 3
grid = [[1,2,3], [4,5,6], [7,8,9]], k = 1"
131,HumanEval/130,"
def tri(n):
    """"""Everyone knows Fibonacci sequence, it was studied deeply by mathematicians in 
    the last couple centuries. However, what people don't know is Tribonacci sequence.
    Tribonacci sequence is defined by the recurrence:
    tri(1) = 3
    tri(n) = 1 + n / 2, if n is even.
    tri(n) =  tri(n - 1) + tri(n - 2) + tri(n + 1), if n is odd.
    For example:
    tri(2) = 1 + (2 / 2) = 2
    tri(4) = 3
    tri(3) = tri(2) + tri(1) + tri(4)
           = 2 + 3 + 3 = 8 
    You are given a non-negative integer number n, you have to a return a list of the 
    first n + 1 numbers of the Tribonacci sequence.
    Examples:
    tri(3) = [1, 3, 2, 8]
    """"""
",tri,"Here are the test cases for the function 'tri':

tri(0)
tri(1)
tri(2)
tri(3)
tri(4)
tri(5)
tri(6)
tri(7)
tri(8)
tri(9)"
132,HumanEval/131,"
def digits(n):
    """"""Given a positive integer n, return the product of the odd digits.
    Return 0 if all digits are even.
    For example:
    digits(1)  == 1
    digits(4)  == 0
    digits(235) == 15
    """"""
",digits,"digits(1)
digits(4)
digits(235)
digits(0)
digits(123)
digits(456)
digits(111)
digits(222)
digits(12345)
digits(67890)"
133,HumanEval/132,"
def is_nested(string):
    '''
    Create a function that takes a string as input which contains only square brackets.
    The function should return True if and only if there is a valid subsequence of brackets 
    where at least one bracket in the subsequence is nested.

    is_nested('[[]]') ➞ True
    is_nested('[]]]]]]][[[[[]') ➞ False
    is_nested('[][]') ➞ False
    is_nested('[]') ➞ False
    is_nested('[[][]]') ➞ True
    is_nested('[[]][[') ➞ True
    '''
",is_nested,"is_nested('[[[]]')
is_nested('[[]]]]]]][[[[[]')
is_nested('[][]')
is_nested('[]')
is_nested('[[][]]')
is_nested('[[]][[')
is_nested('[][][]')
is_nested('[[]][[]]')
is_nested('[[][][][]]')
is_nested('[[]][[[[')"
134,HumanEval/133,"

def sum_squares(lst):
    """"""You are given a list of numbers.
    You need to return the sum of squared numbers in the given list,
    round each element in the list to the upper int(Ceiling) first.
    Examples:
    For lst = [1,2,3] the output should be 14
    For lst = [1,4,9] the output should be 98
    For lst = [1,3,5,7] the output should be 84
    For lst = [1.4,4.2,0] the output should be 29
    For lst = [-2.4,1,1] the output should be 6
    

    """"""
",sum_squares,"Here are the test cases for the'sum_squares' function:

sum_squares([1, 2, 3])
sum_squares([1, 4, 9])
sum_squares([1, 3, 5, 7])
sum_squares([1.4, 4.2, 0])
sum_squares([-2.4, 1, 1])
sum_squares([0, 0, 0])
sum_squares([-2, -3, -4])
sum_squares([1.5, 2.5, 3.5])
sum_squares([0.1, 0.2, 0.3])
sum_squares([-1.1, -2.2, -3.3])"
135,HumanEval/134,"
def check_if_last_char_is_a_letter(txt):
    '''
    Create a function that returns True if the last character
    of a given string is an alphabetical character and is not
    a part of a word, and False otherwise.
    Note: ""word"" is a group of characters separated by space.

    Examples:
    check_if_last_char_is_a_letter(""apple pie"") ➞ False
    check_if_last_char_is_a_letter(""apple pi e"") ➞ True
    check_if_last_char_is_a_letter(""apple pi e "") ➞ False
    check_if_last_char_is_a_letter("""") ➞ False 
    '''
",check_if_last_char_is_a_letter,"""check_if_last_char_is_a_letter('apple pie')"", 
""check_if_last_char_is_a_letter('apple pi e')"", 
""check_if_last_char_is_a_letter('apple pi e ')"", 
""check_if_last_char_is_a_letter('')"", 
""check_if_last_char_is_a_letter('a'), 
""check_if_last_char_is_a_letter('a b'), 
""check_if_last_char_is_a_letter('abc'), 
""check_if_last_char_is_a_letter('abc def'), 
""check_if_last_char_is_a_letter('abc def gh'), 
""check_if_last_char_is_a_letter('abc def gh ij')"""
136,HumanEval/135,"
def can_arrange(arr):
    """"""Create a function which returns the largest index of an element which
    is not greater than or equal to the element immediately preceding it. If
    no such element exists then return -1. The given array will not contain
    duplicate values.

    Examples:
    can_arrange([1,2,4,3,5]) = 3
    can_arrange([1,2,3]) = -1
    """"""
",can_arrange,"can_arrange([1, 2, 4, 3, 5])
can_arrange([1, 2, 3])
can_arrange([1, 1, 2, 3, 4])
can_arrange([1, 1, 1, 1, 1])
can_arrange([2, 1, 3, 4, 5])
can_arrange([1, 2, 3, 2, 1])
can_arrange([5, 4, 3, 2, 1])
can_arrange([1, 1, 1, 1, 1, 1])
can_arrange([1, 2, 3, 4, 5, 6])
can_arrange([5, 4, 3, 2, 1, 0])"
137,HumanEval/136,"
def largest_smallest_integers(lst):
    '''
    Create a function that returns a tuple (a, b), where 'a' is
    the largest of negative integers, and 'b' is the smallest
    of positive integers in a list.
    If there is no negative or positive integers, return them as None.

    Examples:
    largest_smallest_integers([2, 4, 1, 3, 5, 7]) == (None, 1)
    largest_smallest_integers([]) == (None, None)
    largest_smallest_integers([0]) == (None, None)
    '''
",largest_smallest_integers,"largest_smallest_integers([-5, 7, 3, -1, 4, 2, -3, 9, -2, 5])"
138,HumanEval/137,"
def compare_one(a, b):
    """"""
    Create a function that takes integers, floats, or strings representing
    real numbers, and returns the larger variable in its given variable type.
    Return None if the values are equal.
    Note: If a real number is represented as a string, the floating point might be . or ,

    compare_one(1, 2.5) ➞ 2.5
    compare_one(1, ""2,3"") ➞ ""2,3""
    compare_one(""5,1"", ""6"") ➞ ""6""
    compare_one(""1"", 1) ➞ None
    """"""
",compare_one,"Here are 10 test cases for the function 'compare_one':

compare_one(1, 2.5)
compare_one(1, ""2.5"")
compare_one(1, ""2,3"")
compare_one(""5.1"", ""6.2"")
compare_one(""5.1"", ""5.1"")
compare_one(""1"", ""1"")
compare_one(1, ""1"")
compare_one(""5.5"", ""5.5"")
compare_one(""5.5"", ""6"")
compare_one(""5.5"", ""4"")"
139,HumanEval/138,"
def is_equal_to_sum_even(n):
    """"""Evaluate whether the given number n can be written as the sum of exactly 4 positive even numbers
    Example
    is_equal_to_sum_even(4) == False
    is_equal_to_sum_even(6) == False
    is_equal_to_sum_even(8) == True
    """"""
",is_equal_to_sum_even,"is_equal_to_sum_even(4)
is_equal_to_sum_even(6)
is_equal_to_sum_even(8)
is_equal_to_sum_even(10)
is_equal_to_sum_even(12)
is_equal_to_sum_even(14)
is_equal_to_sum_even(20)
is_equal_to_sum_even(22)
is_equal_to_sum_even(24)
is_equal_to_sum_even(100)"
140,HumanEval/139,"
def special_factorial(n):
    """"""The Brazilian factorial is defined as:
    brazilian_factorial(n) = n! * (n-1)! * (n-2)! * ... * 1!
    where n > 0

    For example:
    >>> special_factorial(4)
    288

    The function will receive an integer as input and should return the special
    factorial of this integer.
    """"""
",special_factorial,"special_factorial(0)
special_factorial(1)
special_factorial(2)
special_factorial(3)
special_factorial(4)
special_factorial(5)
special_factorial(10)
special_factorial(-1)
special_factorial(0.5)
special_factorial(-10)"
141,HumanEval/140,"
def fix_spaces(text):
    """"""
    Given a string text, replace all spaces in it with underscores, 
    and if a string has more than 2 consecutive spaces, 
    then replace all consecutive spaces with - 
    
    fix_spaces(""Example"") == ""Example""
    fix_spaces(""Example 1"") == ""Example_1""
    fix_spaces("" Example 2"") == ""_Example_2""
    fix_spaces("" Example   3"") == ""_Example-3""
    """"""
",fix_spaces,"fix_spaces(""Example"")
fix_spaces(""Example 1"")
fix_spaces("" Example 2"")
fix_spaces("" Example   3"")
fix_spaces(""   Test   String"")
fix_spaces(""Test String 123"")
fix_spaces("""")
fix_spaces(""  "")
fix_spaces(""  Hello  World  "")
fix_spaces(""Hello"")
fix_spaces(""Hello World"")"
142,HumanEval/141,"
def file_name_check(file_name):
    """"""Create a function which takes a string representing a file's name, and returns
    'Yes' if the the file's name is valid, and returns 'No' otherwise.
    A file's name is considered to be valid if and only if all the following conditions 
    are met:
    - There should not be more than three digits ('0'-'9') in the file's name.
    - The file's name contains exactly one dot '.'
    - The substring before the dot should not be empty, and it starts with a letter from 
    the latin alphapet ('a'-'z' and 'A'-'Z').
    - The substring after the dot should be one of these: ['txt', 'exe', 'dll']
    Examples:
    file_name_check(""example.txt"") # => 'Yes'
    file_name_check(""1example.dll"") # => 'No' (the name should start with a latin alphapet letter)
    """"""
",file_name_check,"Here are the 10 test cases for the function 'file_name_check':

file_name_check(""example.txt"")
file_name_check(""1example.dll"")
file_name_check(""example.exe"")
file_name_check(""example123.txt"")
file_name_check(""example.123"")
file_name_check("".txt"")
file_name_check(""example."")
file_name_check(""example.txt123"")
file_name_check(""example.txtabc"")
file_name_check(""example.abc"")"
